BOOK_ORDER,BOOK_ABBREV,BOOK,CHAPTER,VERSE,READING
21,2 Mc,2+Maccabees,6,23,
21,2 Mc,2+Maccabees,6,24,
21,2 Mc,2+Maccabees,6,25,
21,2 Mc,2+Maccabees,6,26,
21,2 Mc,2+Maccabees,6,27,
21,2 Mc,2+Maccabees,6,28,
21,2 Mc,2+Maccabees,6,29,
21,2 Mc,2+Maccabees,6,3,
21,2 Mc,2+Maccabees,6,30,
21,2 Mc,2+Maccabees,6,31,
21,2 Mc,2+Maccabees,6,4,
21,2 Mc,2+Maccabees,6,5,
21,2 Mc,2+Maccabees,6,6,
21,2 Mc,2+Maccabees,6,7,
21,2 Mc,2+Maccabees,6,8,
21,2 Mc,2+Maccabees,6,9,
21,2 Mc,2+Maccabees,9,1,
21,2 Mc,2+Maccabees,9,10,
21,2 Mc,2+Maccabees,9,11,
21,2 Mc,2+Maccabees,9,12,
21,2 Mc,2+Maccabees,9,13,
21,2 Mc,2+Maccabees,9,14,
21,2 Mc,2+Maccabees,9,15,
21,2 Mc,2+Maccabees,9,16,
21,2 Mc,2+Maccabees,9,17,
21,2 Mc,2+Maccabees,9,18,
21,2 Mc,2+Maccabees,9,19,
21,2 Mc,2+Maccabees,9,2,
21,2 Mc,2+Maccabees,9,20,
21,2 Mc,2+Maccabees,9,21,
21,2 Mc,2+Maccabees,9,22,
21,2 Mc,2+Maccabees,9,23,
21,2 Mc,2+Maccabees,9,24,
21,2 Mc,2+Maccabees,9,25,
21,2 Mc,2+Maccabees,9,26,
21,2 Mc,2+Maccabees,9,27,
21,2 Mc,2+Maccabees,9,28,
21,2 Mc,2+Maccabees,9,29,
21,2 Mc,2+Maccabees,9,3,
21,2 Mc,2+Maccabees,9,4,
21,2 Mc,2+Maccabees,9,5,
21,2 Mc,2+Maccabees,9,6,
21,2 Mc,2+Maccabees,9,7,
21,2 Mc,2+Maccabees,9,8,
21,2 Mc,2+Maccabees,9,9,
68,2 Pt,2+Peter,1,1,
68,2 Pt,2+Peter,1,10,
68,2 Pt,2+Peter,1,11,
68,2 Pt,2+Peter,1,12,
68,2 Pt,2+Peter,1,13,
68,2 Pt,2+Peter,1,14,
68,2 Pt,2+Peter,1,15,
68,2 Pt,2+Peter,1,16,
68,2 Pt,2+Peter,1,17,
68,2 Pt,2+Peter,1,18,
68,2 Pt,2+Peter,1,19,
68,2 Pt,2+Peter,1,2,
68,2 Pt,2+Peter,1,20,
68,2 Pt,2+Peter,1,21,
68,2 Pt,2+Peter,1,3,
68,2 Pt,2+Peter,1,4,
68,2 Pt,2+Peter,1,5,
68,2 Pt,2+Peter,1,6,
68,2 Pt,2+Peter,1,7,
68,2 Pt,2+Peter,1,8,
68,2 Pt,2+Peter,1,9,
21,2 Mc,2+Maccabees,7,1,
21,2 Mc,2+Maccabees,7,10,
21,2 Mc,2+Maccabees,7,11,
21,2 Mc,2+Maccabees,7,12,
21,2 Mc,2+Maccabees,7,13,
21,2 Mc,2+Maccabees,7,14,
21,2 Mc,2+Maccabees,7,15,
21,2 Mc,2+Maccabees,7,16,
21,2 Mc,2+Maccabees,7,17,
21,2 Mc,2+Maccabees,7,18,
21,2 Mc,2+Maccabees,7,19,
21,2 Mc,2+Maccabees,7,2,
21,2 Mc,2+Maccabees,7,20,
21,2 Mc,2+Maccabees,7,21,
21,2 Mc,2+Maccabees,7,22,
21,2 Mc,2+Maccabees,7,23,
21,2 Mc,2+Maccabees,7,24,
21,2 Mc,2+Maccabees,7,25,
21,2 Mc,2+Maccabees,7,26,
21,2 Mc,2+Maccabees,7,27,
21,2 Mc,2+Maccabees,7,28,
21,2 Mc,2+Maccabees,7,29,
21,2 Mc,2+Maccabees,7,3,
21,2 Mc,2+Maccabees,7,30,
21,2 Mc,2+Maccabees,7,31,
21,2 Mc,2+Maccabees,7,32,
21,2 Mc,2+Maccabees,7,33,
21,2 Mc,2+Maccabees,7,34,
21,2 Mc,2+Maccabees,7,35,
21,2 Mc,2+Maccabees,7,36,
21,2 Mc,2+Maccabees,7,37,
21,2 Mc,2+Maccabees,7,38,
21,2 Mc,2+Maccabees,7,39,
21,2 Mc,2+Maccabees,7,4,
21,2 Mc,2+Maccabees,7,40,
21,2 Mc,2+Maccabees,7,41,
21,2 Mc,2+Maccabees,7,42,
21,2 Mc,2+Maccabees,7,5,
21,2 Mc,2+Maccabees,7,6,
21,2 Mc,2+Maccabees,7,7,
21,2 Mc,2+Maccabees,7,8,
21,2 Mc,2+Maccabees,7,9,
21,2 Mc,2+Maccabees,8,1,
21,2 Mc,2+Maccabees,8,10,
21,2 Mc,2+Maccabees,8,11,
21,2 Mc,2+Maccabees,8,12,
21,2 Mc,2+Maccabees,8,13,
21,2 Mc,2+Maccabees,8,14,
21,2 Mc,2+Maccabees,8,15,
21,2 Mc,2+Maccabees,8,16,
21,2 Mc,2+Maccabees,8,17,
21,2 Mc,2+Maccabees,8,18,
21,2 Mc,2+Maccabees,8,19,
21,2 Mc,2+Maccabees,8,2,
21,2 Mc,2+Maccabees,8,20,
21,2 Mc,2+Maccabees,8,21,
21,2 Mc,2+Maccabees,8,22,
21,2 Mc,2+Maccabees,8,23,
21,2 Mc,2+Maccabees,8,24,
21,2 Mc,2+Maccabees,8,25,
21,2 Mc,2+Maccabees,8,26,
21,2 Mc,2+Maccabees,8,27,
21,2 Mc,2+Maccabees,8,28,
21,2 Mc,2+Maccabees,8,29,
21,2 Mc,2+Maccabees,8,3,
21,2 Mc,2+Maccabees,8,30,
21,2 Mc,2+Maccabees,8,31,
21,2 Mc,2+Maccabees,8,32,
21,2 Mc,2+Maccabees,8,33,
21,2 Mc,2+Maccabees,8,34,
21,2 Mc,2+Maccabees,8,35,
21,2 Mc,2+Maccabees,8,36,
21,2 Mc,2+Maccabees,8,4,
21,2 Mc,2+Maccabees,8,5,
21,2 Mc,2+Maccabees,8,6,
21,2 Mc,2+Maccabees,8,7,
21,2 Mc,2+Maccabees,8,8,
21,2 Mc,2+Maccabees,8,9,
10,2 Sm,2+Samuel,13,1,
10,2 Sm,2+Samuel,13,10,
10,2 Sm,2+Samuel,13,11,
10,2 Sm,2+Samuel,13,12,
10,2 Sm,2+Samuel,13,13,
10,2 Sm,2+Samuel,13,14,
10,2 Sm,2+Samuel,13,15,
10,2 Sm,2+Samuel,13,16,
10,2 Sm,2+Samuel,13,17,
10,2 Sm,2+Samuel,13,18,
10,2 Sm,2+Samuel,13,19,
10,2 Sm,2+Samuel,13,2,
10,2 Sm,2+Samuel,13,20,
10,2 Sm,2+Samuel,13,21,
10,2 Sm,2+Samuel,13,22,
10,2 Sm,2+Samuel,13,23,
10,2 Sm,2+Samuel,13,24,
10,2 Sm,2+Samuel,13,25,
10,2 Sm,2+Samuel,13,26,
10,2 Sm,2+Samuel,13,27,
10,2 Sm,2+Samuel,13,28,
10,2 Sm,2+Samuel,13,29,
10,2 Sm,2+Samuel,13,3,
10,2 Sm,2+Samuel,13,30,
10,2 Sm,2+Samuel,13,31,
10,2 Sm,2+Samuel,13,32,
10,2 Sm,2+Samuel,13,33,
10,2 Sm,2+Samuel,13,34,
10,2 Sm,2+Samuel,13,35,
10,2 Sm,2+Samuel,13,36,
10,2 Sm,2+Samuel,13,37,
10,2 Sm,2+Samuel,13,38,
10,2 Sm,2+Samuel,13,39,
10,2 Sm,2+Samuel,13,4,
10,2 Sm,2+Samuel,13,5,
10,2 Sm,2+Samuel,13,6,
10,2 Sm,2+Samuel,13,7,
10,2 Sm,2+Samuel,13,8,
10,2 Sm,2+Samuel,13,9,
10,2 Sm,2+Samuel,14,1,
10,2 Sm,2+Samuel,14,10,
10,2 Sm,2+Samuel,14,11,
10,2 Sm,2+Samuel,14,12,
10,2 Sm,2+Samuel,14,13,
10,2 Sm,2+Samuel,14,14,
10,2 Sm,2+Samuel,14,15,
10,2 Sm,2+Samuel,14,16,
10,2 Sm,2+Samuel,14,17,
10,2 Sm,2+Samuel,14,18,
10,2 Sm,2+Samuel,14,19,
10,2 Sm,2+Samuel,14,2,
10,2 Sm,2+Samuel,14,20,
10,2 Sm,2+Samuel,14,21,
10,2 Sm,2+Samuel,14,22,
10,2 Sm,2+Samuel,14,23,
10,2 Sm,2+Samuel,14,24,
10,2 Sm,2+Samuel,14,25,
10,2 Sm,2+Samuel,14,26,
10,2 Sm,2+Samuel,14,27,
10,2 Sm,2+Samuel,14,28,
10,2 Sm,2+Samuel,14,29,
10,2 Sm,2+Samuel,14,3,
10,2 Sm,2+Samuel,14,30,
10,2 Sm,2+Samuel,14,31,
10,2 Sm,2+Samuel,14,32,
10,2 Sm,2+Samuel,14,33,
10,2 Sm,2+Samuel,14,4,
10,2 Sm,2+Samuel,14,5,
10,2 Sm,2+Samuel,14,6,
10,2 Sm,2+Samuel,14,7,
10,2 Sm,2+Samuel,14,8,
10,2 Sm,2+Samuel,14,9,
68,2 Pt,2+Peter,2,1,
68,2 Pt,2+Peter,2,10,
68,2 Pt,2+Peter,2,11,
68,2 Pt,2+Peter,2,12,
68,2 Pt,2+Peter,2,13,
68,2 Pt,2+Peter,2,14,
68,2 Pt,2+Peter,2,15,
68,2 Pt,2+Peter,2,16,
68,2 Pt,2+Peter,2,17,
68,2 Pt,2+Peter,2,18,
68,2 Pt,2+Peter,2,19,
68,2 Pt,2+Peter,2,2,
68,2 Pt,2+Peter,2,20,
68,2 Pt,2+Peter,2,21,
68,2 Pt,2+Peter,2,22,
68,2 Pt,2+Peter,2,3,
68,2 Pt,2+Peter,2,4,
68,2 Pt,2+Peter,2,5,
68,2 Pt,2+Peter,2,6,
68,2 Pt,2+Peter,2,7,
68,2 Pt,2+Peter,2,8,
68,2 Pt,2+Peter,2,9,
68,2 Pt,2+Peter,3,1,
68,2 Pt,2+Peter,3,10,
68,2 Pt,2+Peter,3,11,
68,2 Pt,2+Peter,3,12,
68,2 Pt,2+Peter,3,13,
68,2 Pt,2+Peter,3,14,
68,2 Pt,2+Peter,3,15,
68,2 Pt,2+Peter,3,16,
68,2 Pt,2+Peter,3,17,
68,2 Pt,2+Peter,3,18,
68,2 Pt,2+Peter,3,2,
68,2 Pt,2+Peter,3,3,
68,2 Pt,2+Peter,3,4,
68,2 Pt,2+Peter,3,5,
68,2 Pt,2+Peter,3,6,
68,2 Pt,2+Peter,3,7,
68,2 Pt,2+Peter,3,8,
68,2 Pt,2+Peter,3,9,
10,2 Sm,2+Samuel,1,1,
10,2 Sm,2+Samuel,1,10,
10,2 Sm,2+Samuel,1,11,
10,2 Sm,2+Samuel,1,12,
10,2 Sm,2+Samuel,1,13,
10,2 Sm,2+Samuel,1,14,
10,2 Sm,2+Samuel,1,15,
10,2 Sm,2+Samuel,1,16,
10,2 Sm,2+Samuel,1,17,
10,2 Sm,2+Samuel,1,18,
10,2 Sm,2+Samuel,1,19,
10,2 Sm,2+Samuel,1,2,
10,2 Sm,2+Samuel,1,20,
10,2 Sm,2+Samuel,1,21,
10,2 Sm,2+Samuel,1,22,
10,2 Sm,2+Samuel,1,23,
10,2 Sm,2+Samuel,1,24,
10,2 Sm,2+Samuel,1,25,
10,2 Sm,2+Samuel,1,26,
10,2 Sm,2+Samuel,1,27,
10,2 Sm,2+Samuel,1,3,
10,2 Sm,2+Samuel,1,4,
10,2 Sm,2+Samuel,1,5,
10,2 Sm,2+Samuel,1,6,
10,2 Sm,2+Samuel,1,7,
10,2 Sm,2+Samuel,1,8,
10,2 Sm,2+Samuel,1,9,
10,2 Sm,2+Samuel,10,1,
10,2 Sm,2+Samuel,10,10,
10,2 Sm,2+Samuel,10,11,
10,2 Sm,2+Samuel,10,12,
10,2 Sm,2+Samuel,10,13,
10,2 Sm,2+Samuel,10,14,
10,2 Sm,2+Samuel,10,15,
10,2 Sm,2+Samuel,10,16,
10,2 Sm,2+Samuel,10,17,
10,2 Sm,2+Samuel,10,18,
10,2 Sm,2+Samuel,10,19,
10,2 Sm,2+Samuel,10,2,
10,2 Sm,2+Samuel,10,3,
10,2 Sm,2+Samuel,10,4,
10,2 Sm,2+Samuel,10,5,
10,2 Sm,2+Samuel,10,6,
10,2 Sm,2+Samuel,10,7,
10,2 Sm,2+Samuel,10,8,
10,2 Sm,2+Samuel,10,9,
10,2 Sm,2+Samuel,11,1,
10,2 Sm,2+Samuel,11,10,
10,2 Sm,2+Samuel,11,11,
10,2 Sm,2+Samuel,11,12,
10,2 Sm,2+Samuel,11,13,
10,2 Sm,2+Samuel,11,14,
10,2 Sm,2+Samuel,11,15,
10,2 Sm,2+Samuel,11,16,
10,2 Sm,2+Samuel,11,17,
10,2 Sm,2+Samuel,11,18,
10,2 Sm,2+Samuel,11,19,
10,2 Sm,2+Samuel,11,2,
10,2 Sm,2+Samuel,11,20,
10,2 Sm,2+Samuel,11,21,
10,2 Sm,2+Samuel,11,22,
10,2 Sm,2+Samuel,11,23,
10,2 Sm,2+Samuel,11,24,
10,2 Sm,2+Samuel,11,25,
10,2 Sm,2+Samuel,11,26,
10,2 Sm,2+Samuel,11,27,
10,2 Sm,2+Samuel,11,3,
10,2 Sm,2+Samuel,11,4,
10,2 Sm,2+Samuel,11,5,
10,2 Sm,2+Samuel,11,6,
10,2 Sm,2+Samuel,11,7,
10,2 Sm,2+Samuel,11,8,
10,2 Sm,2+Samuel,11,9,
10,2 Sm,2+Samuel,12,1,
10,2 Sm,2+Samuel,12,10,
10,2 Sm,2+Samuel,12,11,
10,2 Sm,2+Samuel,12,12,
10,2 Sm,2+Samuel,12,13,
10,2 Sm,2+Samuel,12,14,
10,2 Sm,2+Samuel,12,15,
10,2 Sm,2+Samuel,12,16,
10,2 Sm,2+Samuel,12,17,
10,2 Sm,2+Samuel,12,18,
10,2 Sm,2+Samuel,12,19,
10,2 Sm,2+Samuel,12,2,
10,2 Sm,2+Samuel,12,20,
10,2 Sm,2+Samuel,12,21,
10,2 Sm,2+Samuel,12,22,
10,2 Sm,2+Samuel,12,23,
10,2 Sm,2+Samuel,12,24,
10,2 Sm,2+Samuel,12,25,
10,2 Sm,2+Samuel,12,26,
10,2 Sm,2+Samuel,12,27,
10,2 Sm,2+Samuel,12,28,
10,2 Sm,2+Samuel,12,29,
10,2 Sm,2+Samuel,12,3,
10,2 Sm,2+Samuel,12,30,
10,2 Sm,2+Samuel,12,31,
10,2 Sm,2+Samuel,12,4,
10,2 Sm,2+Samuel,12,5,
10,2 Sm,2+Samuel,12,6,
10,2 Sm,2+Samuel,12,7,
10,2 Sm,2+Samuel,12,8,
10,2 Sm,2+Samuel,12,9,
10,2 Sm,2+Samuel,15,1,
10,2 Sm,2+Samuel,15,10,
10,2 Sm,2+Samuel,15,11,
10,2 Sm,2+Samuel,15,12,
10,2 Sm,2+Samuel,15,13,
10,2 Sm,2+Samuel,15,14,
10,2 Sm,2+Samuel,15,15,
10,2 Sm,2+Samuel,15,16,
10,2 Sm,2+Samuel,15,17,
10,2 Sm,2+Samuel,15,18,
10,2 Sm,2+Samuel,15,19,
10,2 Sm,2+Samuel,15,2,
10,2 Sm,2+Samuel,15,20,
10,2 Sm,2+Samuel,15,21,
10,2 Sm,2+Samuel,15,22,
10,2 Sm,2+Samuel,15,23,
10,2 Sm,2+Samuel,15,24,
10,2 Sm,2+Samuel,15,25,
10,2 Sm,2+Samuel,15,26,
10,2 Sm,2+Samuel,15,27,
10,2 Sm,2+Samuel,15,28,
10,2 Sm,2+Samuel,15,29,
10,2 Sm,2+Samuel,15,3,
10,2 Sm,2+Samuel,15,30,
10,2 Sm,2+Samuel,15,31,
10,2 Sm,2+Samuel,15,32,
10,2 Sm,2+Samuel,15,33,
10,2 Sm,2+Samuel,15,34,
10,2 Sm,2+Samuel,15,35,
10,2 Sm,2+Samuel,15,36,
10,2 Sm,2+Samuel,15,37,
10,2 Sm,2+Samuel,15,4,
10,2 Sm,2+Samuel,15,5,
10,2 Sm,2+Samuel,15,6,
10,2 Sm,2+Samuel,15,7,
10,2 Sm,2+Samuel,15,8,
10,2 Sm,2+Samuel,15,9,
10,2 Sm,2+Samuel,16,1,
10,2 Sm,2+Samuel,16,10,
10,2 Sm,2+Samuel,16,11,
10,2 Sm,2+Samuel,16,12,
10,2 Sm,2+Samuel,16,13,
10,2 Sm,2+Samuel,16,14,
10,2 Sm,2+Samuel,16,15,
10,2 Sm,2+Samuel,16,16,
10,2 Sm,2+Samuel,16,17,
10,2 Sm,2+Samuel,16,18,
10,2 Sm,2+Samuel,16,19,
10,2 Sm,2+Samuel,16,2,
10,2 Sm,2+Samuel,16,20,
10,2 Sm,2+Samuel,16,21,
10,2 Sm,2+Samuel,16,22,
10,2 Sm,2+Samuel,16,23,
10,2 Sm,2+Samuel,16,3,
10,2 Sm,2+Samuel,16,4,
10,2 Sm,2+Samuel,16,5,
10,2 Sm,2+Samuel,16,6,
10,2 Sm,2+Samuel,16,7,
10,2 Sm,2+Samuel,16,8,
10,2 Sm,2+Samuel,16,9,
10,2 Sm,2+Samuel,17,1,
10,2 Sm,2+Samuel,17,10,
10,2 Sm,2+Samuel,17,11,
10,2 Sm,2+Samuel,17,12,
10,2 Sm,2+Samuel,17,13,
10,2 Sm,2+Samuel,17,14,
10,2 Sm,2+Samuel,17,15,
10,2 Sm,2+Samuel,17,16,
10,2 Sm,2+Samuel,17,17,
10,2 Sm,2+Samuel,17,18,
10,2 Sm,2+Samuel,17,19,
10,2 Sm,2+Samuel,17,2,
10,2 Sm,2+Samuel,17,20,
10,2 Sm,2+Samuel,17,21,
10,2 Sm,2+Samuel,17,22,
10,2 Sm,2+Samuel,17,23,
10,2 Sm,2+Samuel,17,24,
10,2 Sm,2+Samuel,17,25,
10,2 Sm,2+Samuel,17,26,
10,2 Sm,2+Samuel,17,27,
10,2 Sm,2+Samuel,17,28,
10,2 Sm,2+Samuel,17,29,
10,2 Sm,2+Samuel,17,3,
10,2 Sm,2+Samuel,17,4,
10,2 Sm,2+Samuel,17,5,
10,2 Sm,2+Samuel,17,6,
10,2 Sm,2+Samuel,17,7,
10,2 Sm,2+Samuel,17,8,
10,2 Sm,2+Samuel,17,9,
10,2 Sm,2+Samuel,18,1,
10,2 Sm,2+Samuel,18,10,
10,2 Sm,2+Samuel,18,11,
10,2 Sm,2+Samuel,18,12,
10,2 Sm,2+Samuel,18,13,
10,2 Sm,2+Samuel,18,14,
10,2 Sm,2+Samuel,18,15,
10,2 Sm,2+Samuel,18,16,
10,2 Sm,2+Samuel,18,17,
10,2 Sm,2+Samuel,18,18,
10,2 Sm,2+Samuel,18,19,
10,2 Sm,2+Samuel,18,2,
10,2 Sm,2+Samuel,18,20,
10,2 Sm,2+Samuel,18,21,
10,2 Sm,2+Samuel,18,22,
10,2 Sm,2+Samuel,18,23,
10,2 Sm,2+Samuel,18,24,
10,2 Sm,2+Samuel,18,25,
10,2 Sm,2+Samuel,18,26,
10,2 Sm,2+Samuel,18,27,
10,2 Sm,2+Samuel,18,28,
10,2 Sm,2+Samuel,18,29,
10,2 Sm,2+Samuel,18,3,
10,2 Sm,2+Samuel,18,30,
10,2 Sm,2+Samuel,18,31,
10,2 Sm,2+Samuel,18,32,
10,2 Sm,2+Samuel,18,4,
10,2 Sm,2+Samuel,18,5,
10,2 Sm,2+Samuel,18,6,
10,2 Sm,2+Samuel,18,7,
10,2 Sm,2+Samuel,18,8,
10,2 Sm,2+Samuel,18,9,
10,2 Sm,2+Samuel,22,1,
10,2 Sm,2+Samuel,22,10,
10,2 Sm,2+Samuel,22,11,
10,2 Sm,2+Samuel,22,12,
10,2 Sm,2+Samuel,22,13,
10,2 Sm,2+Samuel,22,14,
10,2 Sm,2+Samuel,22,15,
10,2 Sm,2+Samuel,22,16,
10,2 Sm,2+Samuel,22,17,
10,2 Sm,2+Samuel,22,18,
10,2 Sm,2+Samuel,22,19,
10,2 Sm,2+Samuel,22,2,
10,2 Sm,2+Samuel,22,20,
10,2 Sm,2+Samuel,22,21,
10,2 Sm,2+Samuel,22,22,
10,2 Sm,2+Samuel,22,23,
10,2 Sm,2+Samuel,22,24,
10,2 Sm,2+Samuel,22,25,
10,2 Sm,2+Samuel,22,26,
10,2 Sm,2+Samuel,22,27,
10,2 Sm,2+Samuel,22,28,
10,2 Sm,2+Samuel,22,29,
10,2 Sm,2+Samuel,22,3,
10,2 Sm,2+Samuel,22,30,
10,2 Sm,2+Samuel,22,31,
10,2 Sm,2+Samuel,22,32,
10,2 Sm,2+Samuel,22,33,
10,2 Sm,2+Samuel,22,34,
10,2 Sm,2+Samuel,22,35,
10,2 Sm,2+Samuel,22,36,
10,2 Sm,2+Samuel,22,37,
10,2 Sm,2+Samuel,22,38,
10,2 Sm,2+Samuel,22,39,
10,2 Sm,2+Samuel,22,4,
10,2 Sm,2+Samuel,22,40,
10,2 Sm,2+Samuel,22,41,
10,2 Sm,2+Samuel,22,42,
10,2 Sm,2+Samuel,22,43,
10,2 Sm,2+Samuel,22,44,
10,2 Sm,2+Samuel,22,45,
10,2 Sm,2+Samuel,22,46,
10,2 Sm,2+Samuel,22,47,
10,2 Sm,2+Samuel,22,48,
10,2 Sm,2+Samuel,22,49,
10,2 Sm,2+Samuel,22,5,
10,2 Sm,2+Samuel,22,50,
10,2 Sm,2+Samuel,22,51,
10,2 Sm,2+Samuel,22,6,
10,2 Sm,2+Samuel,22,7,
10,2 Sm,2+Samuel,22,8,
10,2 Sm,2+Samuel,22,9,
10,2 Sm,2+Samuel,23,1,
10,2 Sm,2+Samuel,23,10,
10,2 Sm,2+Samuel,23,11,
10,2 Sm,2+Samuel,23,12,
10,2 Sm,2+Samuel,23,13,
10,2 Sm,2+Samuel,23,14,
10,2 Sm,2+Samuel,23,15,
10,2 Sm,2+Samuel,23,16,
10,2 Sm,2+Samuel,23,17,
10,2 Sm,2+Samuel,23,18,
10,2 Sm,2+Samuel,23,19,
10,2 Sm,2+Samuel,23,2,
10,2 Sm,2+Samuel,23,20,
10,2 Sm,2+Samuel,23,21,
10,2 Sm,2+Samuel,23,22,
10,2 Sm,2+Samuel,23,23,
10,2 Sm,2+Samuel,23,24,
10,2 Sm,2+Samuel,23,25,
10,2 Sm,2+Samuel,23,26,
10,2 Sm,2+Samuel,23,27,
10,2 Sm,2+Samuel,23,28,
10,2 Sm,2+Samuel,23,29,
10,2 Sm,2+Samuel,23,3,
10,2 Sm,2+Samuel,23,30,
10,2 Sm,2+Samuel,23,31,
10,2 Sm,2+Samuel,23,32,
10,2 Sm,2+Samuel,23,33,
10,2 Sm,2+Samuel,23,34,
10,2 Sm,2+Samuel,23,35,
10,2 Sm,2+Samuel,23,36,
10,2 Sm,2+Samuel,23,37,
10,2 Sm,2+Samuel,23,38,
10,2 Sm,2+Samuel,23,39,
10,2 Sm,2+Samuel,23,4,
10,2 Sm,2+Samuel,23,5,
10,2 Sm,2+Samuel,23,6,
10,2 Sm,2+Samuel,23,7,
10,2 Sm,2+Samuel,23,8,
10,2 Sm,2+Samuel,23,9,
10,2 Sm,2+Samuel,19,1,
10,2 Sm,2+Samuel,19,10,
10,2 Sm,2+Samuel,19,11,
10,2 Sm,2+Samuel,19,12,
10,2 Sm,2+Samuel,19,13,
10,2 Sm,2+Samuel,19,14,
10,2 Sm,2+Samuel,19,15,
10,2 Sm,2+Samuel,19,16,
10,2 Sm,2+Samuel,19,17,
10,2 Sm,2+Samuel,19,18,
10,2 Sm,2+Samuel,19,19,
10,2 Sm,2+Samuel,19,2,
10,2 Sm,2+Samuel,19,20,
10,2 Sm,2+Samuel,19,21,
10,2 Sm,2+Samuel,19,22,
10,2 Sm,2+Samuel,19,23,
10,2 Sm,2+Samuel,19,24,
10,2 Sm,2+Samuel,19,25,
10,2 Sm,2+Samuel,19,26,
10,2 Sm,2+Samuel,19,27,
10,2 Sm,2+Samuel,19,28,
10,2 Sm,2+Samuel,19,29,
10,2 Sm,2+Samuel,19,3,
10,2 Sm,2+Samuel,19,30,
10,2 Sm,2+Samuel,19,31,
10,2 Sm,2+Samuel,19,32,
10,2 Sm,2+Samuel,19,33,
10,2 Sm,2+Samuel,19,34,
10,2 Sm,2+Samuel,19,35,
10,2 Sm,2+Samuel,19,36,
10,2 Sm,2+Samuel,19,37,
10,2 Sm,2+Samuel,19,38,
10,2 Sm,2+Samuel,19,39,
10,2 Sm,2+Samuel,19,4,
10,2 Sm,2+Samuel,19,40,
10,2 Sm,2+Samuel,19,41,
10,2 Sm,2+Samuel,19,42,
10,2 Sm,2+Samuel,19,43,
10,2 Sm,2+Samuel,19,44,
10,2 Sm,2+Samuel,19,5,
10,2 Sm,2+Samuel,19,6,
10,2 Sm,2+Samuel,19,7,
10,2 Sm,2+Samuel,19,8,
10,2 Sm,2+Samuel,19,9,
10,2 Sm,2+Samuel,2,1,
10,2 Sm,2+Samuel,2,10,
10,2 Sm,2+Samuel,2,11,
10,2 Sm,2+Samuel,2,12,
10,2 Sm,2+Samuel,2,13,
10,2 Sm,2+Samuel,2,14,
10,2 Sm,2+Samuel,2,15,
10,2 Sm,2+Samuel,2,16,
10,2 Sm,2+Samuel,2,17,
10,2 Sm,2+Samuel,2,18,
10,2 Sm,2+Samuel,2,19,
10,2 Sm,2+Samuel,2,2,
10,2 Sm,2+Samuel,2,20,
10,2 Sm,2+Samuel,2,21,
10,2 Sm,2+Samuel,2,22,
10,2 Sm,2+Samuel,2,23,
10,2 Sm,2+Samuel,2,24,
10,2 Sm,2+Samuel,2,25,
10,2 Sm,2+Samuel,2,26,
10,2 Sm,2+Samuel,2,27,
10,2 Sm,2+Samuel,2,28,
10,2 Sm,2+Samuel,2,29,
10,2 Sm,2+Samuel,2,3,
10,2 Sm,2+Samuel,2,30,
10,2 Sm,2+Samuel,2,31,
10,2 Sm,2+Samuel,2,32,
10,2 Sm,2+Samuel,2,4,
10,2 Sm,2+Samuel,2,5,
10,2 Sm,2+Samuel,2,6,
10,2 Sm,2+Samuel,2,7,
10,2 Sm,2+Samuel,2,8,
10,2 Sm,2+Samuel,2,9,
10,2 Sm,2+Samuel,20,1,
10,2 Sm,2+Samuel,20,10,
10,2 Sm,2+Samuel,20,11,
10,2 Sm,2+Samuel,20,12,
10,2 Sm,2+Samuel,20,13,
10,2 Sm,2+Samuel,20,14,
10,2 Sm,2+Samuel,20,15,
10,2 Sm,2+Samuel,20,16,
10,2 Sm,2+Samuel,20,17,
10,2 Sm,2+Samuel,20,18,
10,2 Sm,2+Samuel,20,19,
10,2 Sm,2+Samuel,20,2,
10,2 Sm,2+Samuel,20,20,
10,2 Sm,2+Samuel,20,21,
10,2 Sm,2+Samuel,20,22,
10,2 Sm,2+Samuel,20,23,
10,2 Sm,2+Samuel,20,24,
10,2 Sm,2+Samuel,20,25,
10,2 Sm,2+Samuel,20,26,
10,2 Sm,2+Samuel,20,3,
10,2 Sm,2+Samuel,20,4,
10,2 Sm,2+Samuel,20,5,
10,2 Sm,2+Samuel,20,6,
10,2 Sm,2+Samuel,20,7,
10,2 Sm,2+Samuel,20,8,
10,2 Sm,2+Samuel,20,9,
10,2 Sm,2+Samuel,21,1,
10,2 Sm,2+Samuel,21,10,
10,2 Sm,2+Samuel,21,11,
10,2 Sm,2+Samuel,21,12,
10,2 Sm,2+Samuel,21,13,
10,2 Sm,2+Samuel,21,14,
10,2 Sm,2+Samuel,21,15,
10,2 Sm,2+Samuel,21,16,
10,2 Sm,2+Samuel,21,17,
10,2 Sm,2+Samuel,21,18,
10,2 Sm,2+Samuel,21,19,
10,2 Sm,2+Samuel,21,2,
10,2 Sm,2+Samuel,21,20,
10,2 Sm,2+Samuel,21,21,
10,2 Sm,2+Samuel,21,22,
10,2 Sm,2+Samuel,21,3,
10,2 Sm,2+Samuel,21,4,
10,2 Sm,2+Samuel,21,5,
10,2 Sm,2+Samuel,21,6,
10,2 Sm,2+Samuel,21,7,
10,2 Sm,2+Samuel,21,8,
